
|   ID  |    x    |      y     |
| 36451 | 0.19100 |    0.23879 |
| 36451 | 0.19200 |    0.24036 |
| 36451 | 0.19300 |    0.24193 |
| 36451 | 0.19400 |    0.24351 |
| 36451 | 0.19500 |    0.24509 |
| 36451 | 0.19600 |    0.24667 |
| 36451 | 0.19700 |    0.24826 |
| 36451 | 0.19800 |    0.24985 |
| 36451 | 0.19900 |    0.25144 |
| 36451 | 0.20000 |    0.25304 |
| 36451 | 0.20100 |    0.25465 |
| 36451 | 0.20200 |    0.25626 |
| 36451 | 0.20300 |    0.25787 |
| 36451 | 0.20400 |    0.25949 |
| 36451 | 0.20500 |    0.26111 |
| 36451 | 0.20600 |    0.26273 |
| 36451 | 0.20700 |    0.26436 |
| 36451 | 0.20800 |    0.26600 |
| 36451 | 0.20900 |    0.26763 |
| 36451 | 0.21000 |    0.26928 |
| 36451 | 0.21100 |    0.27092 |
| 36451 | 0.21200 |    0.27257 |
| 36451 | 0.21300 |    0.27423 |
| 36451 | 0.21400 |    0.27589 |
| 36451 | 0.21500 |    0.27755 |
| 36451 | 0.21600 |    0.27922 |
| 36451 | 0.21700 |    0.28090 |
| 36451 | 0.21800 |    0.28257 |
| 36451 | 0.21900 |    0.28425 |
| 36451 | 0.22000 |    0.28594 |
| 36451 | 0.22100 |    0.28763 |
| 36451 | 0.22200 |    0.28933 |
| 36451 | 0.22300 |    0.29103 |
| 36451 | 0.22400 |    0.29273 |
| 36451 | 0.22500 |    0.29444 |
| 36451 | 0.22600 |    0.29615 |
| 36451 | 0.22700 |    0.29787 |
| 36451 | 0.22800 |    0.29959 |
| 36451 | 0.22900 |    0.30132 |
| 36451 | 0.23000 |    0.30305 |
| 36451 | 0.23100 |    0.30478 |
| 36451 | 0.23200 |    0.30652 |
| 36451 | 0.23300 |    0.30827 |
| 36451 | 0.23400 |    0.31002 |
| 36451 | 0.23500 |    0.31177 |
| 36451 | 0.23600 |    0.31353 |
| 36451 | 0.23700 |    0.31530 |
| 36451 | 0.23800 |    0.31706 |
| 36451 | 0.23900 |    0.31884 |
| 36451 | 0.24000 |    0.32061 |
| 36451 | 0.24100 |    0.32240 |
| 36451 | 0.24200 |    0.32418 |
| 36451 | 0.24300 |    0.32598 |
| 36451 | 0.24400 |    0.32777 |
| 36451 | 0.24500 |    0.32957 |
| 36451 | 0.24600 |    0.33138 |
| 36451 | 0.24700 |    0.33319 |
| 36451 27 |
| 36452 | 1.87202 |  -40.23389 |
| 36452 | 1.87302 |  -40.15610 |
| 36452 | 1.87402 |  -40.07890 |
| 36452 | 1.87502 |  -40.00227 |
| 36452 | 1.87602 |  -39.92620 |
| 36452 | 1.87702 |  -39.85070 |
| 36452 | 1.87802 |  -39.77577 |
| 36452 | 1.87902 |  -39.70139 |
| 36452 | 1.88002 |  -39.62756 |
| 36452 | 1.88102 |  -39.55427 |
| 36452 | 1.88202 |  -39.48151 |
| 36452 | 1.88302 |  -39.40930 |
| 36452 | 1.88402 |  -39.33761 |
| 36452 | 1.88502 |  -39.26645 |
| 36452 | 1.88602 |  -39.19580 |
| 36452 | 1.88702 |  -39.12566 |
| 36452 | 1.88802 |  -39.05605 |
| 36452 | 1.88902 |  -38.98692 |
| 36452 | 1.89002 |  -38.91831 |
| 36452 | 1.89102 |  -38.85018 |
| 36452 | 1.89202 |  -38.78255 |
| 36452 | 1.89302 |  -38.71540 |
| 36452 | 1.89402 |  -38.64874 |
| 36452 | 1.89502 |  -38.58255 |
| 36452 | 1.89602 |  -38.51683 |
| 36452 | 1.89702 |  -38.45159 |
| 36452 | 1.89802 |  -38.38681 |
| 36452 | 1.89902 |  -38.32249 |
| 36452 | 1.90002 |  -38.25862 |
| 36452 | 1.90102 |  -38.19521 |
